,Date,Latitude,Longitude,Incident ID,Temperature,Max Temperature,Wind Speed,Visibility,Precipitation,Humidity,Conditions,Cloudcover
0,2014-07-04T00:00:00-06:00,39.736389,-111.87,5947.0,73.3,80.7,15.0,5.5,0.0,37.18,Clear,0.0
0,2014-07-04T00:00:00-06:00,37.165556,-107.745277,5948.0,68.2,87.2,18.3,9.9,0.0,43.88,Clear,14.3
0,2014-07-04T00:00:00-05:00,30.061944,-95.552778,5949.0,79.0,89.9,6.9,8.8,0.0,81.31,Clear,20.4
0,2014-07-03T00:00:00-07:00,45.606389,-122.892777,5951.0,64.0,73.1,16.1,9.9,0.0,62.77,Overcast,75.2
0,2014-07-03T00:00:00-05:00,30.664167,-88.038333,5952.0,81.8,89.0,11.2,9.9,0.0,67.66,Clear,0.5
0,2014-07-03T00:00:00-05:00,31.454722,-87.36166700000003,5953.0,78.9,89.9,9.2,9.9,0.0,72.29,Clear,0.0
0,2014-07-03T00:00:00-05:00,45.745,-89.275,5954.0,58.3,71.9,11.4,9.9,0.0,63.01,Partially cloudy,30.0
0,2014-07-02T00:00:00-07:00,32.245555,-109.894722,5955.0,90.5,104.1,32.2,9.8,0.0,21.51,Clear,2.2
0,2014-07-02T00:00:00-06:00,35.654167,-105.1425,5956.0,63.0,71.9,18.3,9.6,0.47,67.57,"Rain, Partially cloudy",43.5
0,2014-07-02T00:00:00-05:00,44.044444,-88.749444,5957.0,61.7,65.0,15.0,7.2,0.24,84.98,"Rain, Overcast",84.8
0,2014-07-02T00:00:00-05:00,32.436111,-97.813333,5958.0,82.0,90.8,10.3,9.8,0.0,66.14,Clear,15.0
0,2014-07-02T00:00:00-05:00,36.0,-93.0,5959.0,73.4,80.9,10.3,9.9,0.0,64.38,Clear,4.3
0,2014-07-02T00:00:00-05:00,38.853889,-94.735277,5961.0,65.4,71.9,18.3,9.9,0.0,64.39,Partially cloudy,47.8
0,2014-07-02T00:00:00-08:00,61.21444399999999,-149.850278,5962.0,64.0,72.8,10.1,9.9,0.0,59.77,Partially cloudy,55.6
0,2014-07-01T00:00:00-05:00,34.105833000000004,-90.571111,5963.0,82.3,91.0,11.2,8.6,0.0,81.52,Clear,0.8
0,2014-07-01T00:00:00-05:00,29.533889,-98.469167,5964.0,83.7,93.8,18.3,9.8,0.0,64.94,Partially cloudy,51.3
0,2014-07-01T00:00:00-05:00,37.151944,-94.498333,5965.0,78.6,83.9,18.3,9.9,0.0,66.56,Clear,18.7
0,2014-06-30T00:00:00+08:00,39.675834,105.875278,5966.0,73.7,81.6,8.9,12.9,0.0,59.38,Partially cloudy,58.3
0,2014-06-29T00:00:00-06:00,42.9,-114.25,5967.0,66.6,80.0,21.9,9.9,0.0,39.31,Clear,0.0
0,2014-06-29T00:00:00-04:00,38.549444,-77.716945,5969.0,73.8,84.8,8.1,9.9,0.0,74.69,Clear,2.2
0,2014-06-29T00:00:00-04:00,33.358611,-84.575834,5970.0,78.6,89.0,11.4,9.1,0.0,75.08,Clear,7.0
0,2014-06-29T00:00:00-04:00,28.545555,-81.333056,5971.0,85.0,93.8,15.0,9.9,0.22,68.05,Rain,9.6
0,2014-06-28T00:00:00-07:00,33.460833,-111.728334,5972.0,98.9,104.1,11.4,39.8,0.0,16.39,Clear,0.0
0,2014-06-28T00:00:00-07:00,36.568056,-120.543889,5973.0,77.9,92.5,16.1,9.9,0.0,43.19,Clear,0.0
0,2014-06-28T00:00:00-04:00,41.373611,-73.483611,5974.0,70.8,82.1,11.4,9.9,0.0,65.81,Clear,10.4
0,2014-06-28T00:00:00-04:00,42.744166,-86.108889,5975.0,78.6,87.2,13.9,9.9,0.06,70.77,Rain,13.0
0,2014-06-27T00:00:00-07:00,47.216667,-119.833334,5976.0,68.8,79.1,18.3,9.9,0.03,53.85,"Rain, Partially cloudy",63.9
0,2014-06-27T00:00:00-04:00,36.290833,-77.70083299999997,5977.0,74.7,86.1,9.2,8.7,0.09,82.08,Rain,13.0
0,2014-06-27T00:00:00-05:00,32.669445,-97.237777,5978.0,81.3,89.9,21.9,9.7,0.0,68.96,Partially cloudy,55.6
0,2014-06-27T00:00:00-06:00,32.888611,-105.479167,5980.0,85.1,96.9,24.2,9.9,0.0,15.6,Clear,0.0
0,2014-06-26T00:00:00-05:00,30.289722,-87.671667,5981.0,78.5,86.6,8.1,9.9,0.01,84.63,"Rain, Partially cloudy",35.0
0,2014-06-26T00:00:00-05:00,38.726667,-90.508333,5982.0,81.2,91.1,15.0,9.9,0.0,61.68,Overcast,83.0
0,2014-06-26T00:00:00-05:00,31.151667,-97.4075,5983.0,77.8,87.9,18.3,9.9,0.0,71.6,Partially cloudy,67.1
0,2014-06-26T00:00:00-05:00,34.202778,-102.554722,5984.0,78.8,95.3,11.4,,0.0,77.13,Clear,0.0
0,2014-06-25T00:00:00-06:00,48.310556,-114.256111,5985.0,64.7,74.9,11.4,9.9,0.0,60.25,Clear,24.3
0,2014-06-25T00:00:00-05:00,33.890277000000005,-89.01944499999998,5986.0,80.7,89.0,8.1,9.9,0.0,73.57,Partially cloudy,31.7
0,2014-06-25T00:00:00-05:00,41.330278,-86.664722,5987.0,70.6,80.7,12.8,6.0,0.0,82.77,Clear,4.3
0,2014-06-25T00:00:00-08:00,59.896111,-156.506111,5988.0,57.7,71.0,15.6,9.9,0.0,65.49,Clear,4.0
0,2014-06-24T00:00:00-07:00,36.704167,-120.8575,5990.0,67.4,80.5,19.4,9.4,0.0,59.07,Clear,6.0
0,2014-06-23T00:00:00-07:00,38.750278,-121.524723,5992.0,73.2,92.9,12.8,9.9,0.0,50.3,Partially cloudy,27.0
0,2014-06-23T00:00:00-07:00,32.109444,-110.937777,5993.0,90.6,102.7,14.6,9.9,0.0,12.14,Clear,0.8
0,2014-06-23T00:00:00-04:00,25.647777,-80.432778,5994.0,81.1,91.1,13.9,9.7,0.46,76.49,"Rain, Partially cloudy",27.4
0,2014-06-23T00:00:00-05:00,33.535555,-94.1925,5995.0,79.5,87.2,19.7,9.4,0.0,76.67,Partially cloudy,42.6
0,2014-06-22T00:00:00-07:00,47.01,-119.27,5996.0,70.5,86.1,11.4,9.9,0.0,29.45,Clear,0.0
0,2014-06-22T00:00:00-07:00,48.118611,-123.493055,5997.0,59.0,68.0,11.5,9.9,0.0,61.47,Clear,20.6
0,2014-06-21T00:00:00-07:00,34.840555,-111.786389,5999.0,82.6,96.9,16.1,9.9,0.0,16.41,Clear,4.3
0,2014-06-21T00:00:00-04:00,28.223611,-82.153611,6000.0,81.9,89.7,10.3,9.7,0.74,68.23,Rain,19.7
0,2014-06-21T00:00:00-05:00,35.5975,-91.29,6001.0,80.4,90.8,12.8,9.9,0.0,74.96,Clear,4.8
0,2014-06-21T00:00:00-08:00,64.51,-148.816945,6002.0,57.5,64.9,11.1,9.6,0.17,74.52,"Rain, Partially cloudy",56.9
0,2014-06-20T00:00:00-07:00,34.516945,-118.269445,6003.0,82.7,97.1,23.0,9.9,0.0,15.35,Clear,0.0
0,2014-06-20T00:00:00-06:00,36.809167,-110.803611,6004.0,81.6,96.2,9.2,9.9,0.0,11.89,Clear,0.0
0,2014-06-20T00:00:00-07:00,33.703056,-112.076111,6005.0,92.2,105.2,15.0,9.9,0.0,11.96,Clear,0.0
0,2014-06-20T00:00:00-07:00,33.813889,-118.156667,6006.0,69.7,78.2,10.3,9.3,0.0,67.2,Clear,0.0
0,2014-06-20T00:00:00-04:00,41.134722,-77.42,6007.0,64.2,80.0,11.4,9.9,0.0,61.91,Clear,13.9
0,2014-06-20T00:00:00-05:00,45.55,-94.166667,6008.0,73.5,83.0,9.2,7.7,0.0,72.41,Partially cloudy,49.6
0,2014-06-20T00:00:00+08:00,35.044722,98.2325,6009.0,40.5,47.9,11.2,18.6,0.06,58.75,"Rain, Partially cloudy",64.3
0,2014-06-19T00:00:00-07:00,41.48,-120.57,6011.0,65.5,84.8,20.8,9.9,0.0,26.89,Clear,0.0
0,2014-06-19T00:00:00-06:00,44.880556,-114.455,6012.0,60.1,78.2,12.8,9.9,0.0,41.36,Clear,16.1
0,2014-06-19T00:00:00-06:00,43.640833,-116.635555,6013.0,63.9,84.3,8.1,9.8,0.0,49.38,Clear,0.0
0,2014-06-19T00:00:00-07:00,47.465,-122.568334,6014.0,60.0,71.7,19.7,9.9,0.0,82.17,Partially cloudy,60.0
0,2014-06-19T00:00:00+06:00,38.901944,90.960278,6015.0,53.8,63.8,8.9,17.4,0.02,46.16,"Rain, Partially cloudy",64.3
0,2014-06-19T00:00:00-05:00,37.65,-97.433056,6017.0,79.9,89.9,17.2,9.8,0.0,65.28,Overcast,82.2
0,2014-06-19T00:00:00-05:00,44.486111,-97.170278,6018.0,67.5,77.1,27.7,8.8,0.43,85.15,"Rain, Partially cloudy",67.0
0,2014-06-19T00:00:00-08:00,58.273056,-157.5375,6019.0,48.7,59.1,10.3,8.7,0.03,85.01,"Rain, Overcast",93.8
0,2014-06-18T00:00:00-06:00,38.41777800000001,-109.239444,6020.0,64.9,77.7,23.0,9.9,0.0,22.4,Clear,8.8
0,2014-06-18T00:00:00-05:00,34.631667,-86.785833,6022.0,83.2,92.9,8.1,9.7,0.0,66.02,Partially cloudy,56.5
0,2014-06-18T00:00:00-05:00,35.91,-90.488055,6023.0,83.1,89.9,18.3,9.9,0.09,66.17,Rain,4.3
0,2014-06-18T00:00:00-05:00,33.625556,-102.783334,6024.0,75.3,89.7,,,0.0,,Clear,0.0
0,2014-06-18T00:00:00-05:00,26.182223,-97.352778,6025.0,85.8,93.8,26.4,6.8,0.0,67.34,Partially cloudy,33.5
0,2014-06-18T00:00:00-08:00,60.929445,-151.935833,6026.0,49.2,51.5,25.1,,0.0,86.58,Clear,0.0
0,2014-06-18T00:00:00-08:00,67.76944499999999,-149.748333,6027.0,46.5,46.5,3.4,9.9,0.0,,Overcast,100.0
0,2014-06-17T00:00:00-10:00,20.898611,-156.430556,6028.0,77.6,88.0,26.4,9.9,0.0,63.89,Partially cloudy,27.4
0,2014-06-17T00:00:00-06:00,45.6925,-113.951667,6029.0,47.7,53.7,17.2,9.9,0.1,73.83,"Rain, Overcast",75.2
0,2014-06-17T00:00:00-04:00,35.452778,-81.458889,6030.0,78.7,91.1,9.2,7.7,0.0,71.68,Clear,4.5
0,2014-06-17T00:00:00-04:00,40.652222,-75.440555,6031.0,79.5,89.0,12.8,8.5,0.0,66.74,Clear,13.0
0,2014-06-17T00:00:00-04:00,40.78888900000001,-72.9725,6032.0,70.3,77.1,10.3,7.3,0.23,84.83,"Rain, Partially cloudy",45.0
0,2014-06-17T00:00:00-05:00,33.257778,-97.581111,6033.0,83.1,91.1,21.9,9.1,0.0,61.25,Clear,21.7
0,2014-06-16T00:00:00-06:00,42.905278,-106.459722,6034.0,64.6,79.1,27.7,9.9,0.0,34.66,Partially cloudy,30.0
0,2014-06-16T00:00:00-04:00,37.646944,-75.761111,6035.0,73.6,84.3,9.2,9.9,0.0,74.12,Clear,8.3
0,2014-06-16T00:00:00-05:00,35.79666599999999,-90.083889,6037.0,82.0,91.1,15.0,9.9,0.0,69.87,Clear,11.3
0,2014-06-15T00:00:00-07:00,36.773056,-119.71111100000002,6039.0,79.2,92.0,15.0,9.9,0.0,24.52,Partially cloudy,58.7
0,2014-06-15T00:00:00-07:00,44.769723,-122.968334,6040.0,57.1,62.0,16.1,9.8,0.03,72.97,"Rain, Overcast",93.9
0,2014-06-15T00:00:00-07:00,39.939722,-120.940555,6041.0,66.4,76.1,15.5,9.9,0.0,32.76,Clear,2.5
0,2014-06-15T00:00:00-04:00,41.638333,-82.826945,6043.0,67.4,71.3,19.7,,0.0,,Clear,0.0
0,2014-06-14T00:00:00-05:00,30.633334,-86.983334,6045.0,76.8,85.1,12.2,9.6,0.0,76.08,Clear,24.6
0,2014-06-14T00:00:00-05:00,38.253056,-90.318334,6046.0,68.0,80.9,13.9,9.9,0.0,60.86,Clear,0.0
0,2014-06-13T00:00:00-07:00,39.393055,-122.035555,6047.0,72.6,83.9,12.8,9.9,0.0,38.17,Clear,0.0
0,2014-06-13T00:00:00-06:00,45.3625,-113.41388899999998,6048.0,54.7,65.9,,,0.0,,Clear,0.0
0,2014-06-13T00:00:00-04:00,41.51,-73.704722,6049.0,70.0,78.2,15.0,8.5,0.89,87.66,"Rain, Overcast",93.9
0,2014-06-13T00:00:00-04:00,38.181667,-84.906667,6051.0,68.0,75.8,10.3,9.5,0.02,71.9,"Rain, Partially cloudy",36.1
0,2014-06-12T00:00:00+08:00,28.822223,99.109444,6052.0,58.3,65.0,6.7,16.8,0.02,70.88,"Rain, Partially cloudy",50.0
0,2014-06-11T00:00:00-04:00,42.488611,-71.219723,6053.0,62.6,70.1,16.1,9.9,0.0,68.39,Partially cloudy,57.8
0,2014-06-11T00:00:00-08:00,61.213333,-149.84444399999995,6055.0,51.5,57.5,12.8,9.9,0.01,57.44,"Rain, Partially cloudy",61.2
0,2014-06-10T00:00:00-05:00,43.39027700000001,-99.842222,6057.0,64.7,78.2,15.0,9.9,0.0,69.01,Clear,0.0
0,2014-06-09T00:00:00-07:00,34.65,-117.6175,6058.0,87.5,102.0,20.8,9.9,0.0,13.15,Clear,3.9
0,2014-06-09T00:00:00-04:00,29.174445,-81.054722,6059.0,79.3,92.0,10.3,9.9,0.0,76.0,Partially cloudy,43.0
0,2014-06-09T00:00:00-04:00,28.368056,-80.6875,6060.0,80.6,86.6,10.3,,0.0,,Clear,0.0
0,2014-06-08T00:00:00-07:00,33.377223,-111.795277,6062.0,92.1,100.5,9.2,38.1,0.0,11.84,Clear,5.0
0,2014-06-08T00:00:00-04:00,40.373611,-75.95916700000002,6063.0,71.7,83.0,11.4,9.8,0.0,62.27,Clear,20.9
0,2014-06-07T00:00:00-06:00,46.703333,-112.068334,6064.0,54.8,65.6,16.1,11.8,0.0,44.54,Clear,9.1
0,2014-06-07T00:00:00-07:00,36.925834,-111.442222,6065.0,83.4,97.1,17.2,9.9,0.0,11.24,Clear,2.2
0,2014-06-07T00:00:00-07:00,35.559722,-120.792222,6067.0,69.5,92.9,19.7,9.5,0.0,49.23,Clear,18.7
0,2014-06-07T00:00:00-07:00,34.376945,-117.315833,6068.0,81.1,98.7,23.0,9.8,0.0,21.62,Clear,13.0
0,2014-06-07T00:00:00-04:00,44.886389,-72.22416700000002,6069.0,67.0,75.5,10.3,9.9,0.0,59.92,Clear,10.9
0,2014-06-07T00:00:00-05:00,34.405278,-90.826111,6070.0,79.0,91.5,27.0,8.3,0.04,78.2,Rain,20.3
0,2014-06-07T00:00:00-05:00,33.060278000000004,-91.571389,6071.0,81.9,91.7,9.2,8.2,0.0,76.67,Clear,23.0
0,2014-06-07T00:00:00-08:00,61.572778,-149.53555500000004,6072.0,57.5,64.5,9.2,9.9,0.0,43.93,Overcast,78.3
0,2014-06-06T00:00:00-04:00,29.634444,-83.06,6074.0,78.8,89.0,12.8,,0.08,76.11,Rain,0.0
0,2014-06-06T00:00:00-05:00,30.725278000000007,-86.152222,6075.0,81.1,93.8,16.1,9.5,0.0,74.41,Partially cloudy,31.3
0,2014-06-06T00:00:00-05:00,45.706667,-94.938055,6076.0,63.7,71.0,13.9,9.9,0.01,71.46,Rain,22.6
0,2014-06-06T00:00:00-05:00,29.613333,-96.027778,6077.0,81.2,91.5,16.1,8.9,0.0,85.02,Clear,20.4
0,2014-06-05T00:00:00-05:00,43.113611,-89.53277800000002,6079.0,66.6,77.1,12.8,7.7,0.0,57.87,Partially cloudy,45.7
0,2014-06-05T00:00:00-08:00,62.517223,-150.945277,6080.0,59.3,65.9,15.0,9.9,0.0,40.14,Partially cloudy,27.0
0,2014-06-04T00:00:00-07:00,47.17527800000001,-122.085833,6081.0,57.2,68.1,4.7,9.8,0.0,78.89,Clear,0.0
0,2014-06-04T00:00:00-07:00,47.268056,-122.578056,6082.0,57.0,66.8,8.1,9.9,0.0,72.3,Partially cloudy,55.7
0,2014-06-04T00:00:00-06:00,37.228334,-113.35,6083.0,79.8,96.9,17.2,9.9,0.0,10.6,Clear,0.0
0,2014-06-04T00:00:00-07:00,34.675,-112.4275,6084.0,71.6,89.0,21.9,9.9,0.0,8.38,Clear,0.0
0,2014-06-04T00:00:00-04:00,39.454444,-84.252778,6085.0,67.7,76.1,13.1,8.0,0.89,85.11,"Rain, Partially cloudy",60.6
0,2014-06-04T00:00:00-08:00,64.814722,-147.860556,6086.0,58.9,70.1,5.8,9.9,0.0,50.52,Partially cloudy,66.5
0,2014-06-03T00:00:00+08:00,48.733056,122.35111100000002,6087.0,60.2,66.5,17.9,18.6,0.0,54.67,Partially cloudy,61.4
0,2014-06-03T00:00:00-05:00,27.127778000000006,-97.395833,6089.0,79.7,81.3,16.0,,0.0,,Clear,0.0
0,2014-06-03T00:00:00-05:00,32.528334,-92.037222,6090.0,79.5,89.0,4.7,9.2,0.0,75.59,Partially cloudy,32.2
0,2014-06-02T00:00:00-06:00,45.049722,-110.746666,6091.0,52.4,66.3,12.8,9.5,0.0,59.66,Partially cloudy,55.2
0,2014-06-02T00:00:00-04:00,34.123056,-84.848611,6092.0,71.4,80.0,11.4,9.9,0.0,62.5,Partially cloudy,40.4
0,2014-06-01T00:00:00-04:00,41.431945,-74.391666,6094.0,62.3,75.8,6.9,9.9,0.0,60.62,Clear,0.0
0,2014-06-01T00:00:00-06:00,37.198611,-107.871667,6095.0,65.4,80.9,21.9,9.9,0.0,24.45,Clear,0.0
0,2014-06-01T00:00:00-04:00,39.531945,-84.396389,6096.0,72.0,87.9,9.2,9.9,0.08,58.97,Rain,11.7
0,2014-06-01T00:00:00+08:00,40.164444,105.152778,6097.0,79.3,94.2,13.4,8.9,0.0,35.48,Partially cloudy,30.0
0,2014-06-01T00:00:00-05:00,44.543333,-89.521111,6098.0,68.1,78.5,17.2,9.4,0.28,85.15,"Rain, Overcast",75.7
0,2014-05-31T00:00:00-04:00,42.468889,-71.267778,6101.0,55.5,64.1,16.1,9.9,0.0,69.94,Partially cloudy,59.1
0,2014-05-31T00:00:00-04:00,40.10888900000001,-79.546944,6102.0,70.9,75.3,13.9,12.2,0.0,53.44,Partially cloudy,25.6
0,2014-05-31T00:00:00-05:00,31.151944,-97.407778,6103.0,77.5,89.7,10.3,9.8,0.0,68.07,Clear,20.9
0,2014-05-31T00:00:00-06:00,39.800556,-104.594444,6104.0,65.2,79.4,19.0,8.1,0.01,63.08,"Rain, Partially cloudy",44.5
0,2014-05-31T00:00:00-06:00,35.167223,-107.901944,6105.0,69.0,85.7,15.0,9.9,0.0,26.35,Clear,8.7
0,2014-05-31T00:00:00-08:00,61.74694399999999,-150.05944399999996,6106.0,45.9,53.7,17.2,9.9,0.02,63.13,Rain,0.0
0,2014-05-30T00:00:00-07:00,47.195555,-122.021945,6107.0,55.4,68.1,6.9,9.2,0.0,74.86,Clear,0.0
0,2014-05-30T00:00:00-04:00,44.201944,-69.604444,6108.0,53.8,68.1,12.8,9.3,0.0,73.78,Partially cloudy,39.6
0,2014-05-30T00:00:00-08:00,59.643333,-151.54861100000005,6111.0,52.6,56.6,18.0,9.6,0.35,65.53,"Rain, Overcast",79.0
0,2014-05-29T00:00:00+08:00,32.446666,111.002778,6113.0,76.2,91.7,6.1,12.7,0.0,53.89,Partially cloudy,50.9
0,2014-05-29T00:00:00-04:00,40.752778,-82.724723,6114.0,65.8,74.9,9.2,9.3,0.0,73.75,Partially cloudy,33.9
0,2014-05-28T00:00:00-06:00,38.754722,-109.754722,6115.0,78.5,92.9,21.9,9.9,0.0,25.13,Clear,0.0
0,2014-05-28T00:00:00-05:00,46.108333,-94.346944,6116.0,69.8,84.8,12.8,9.9,0.0,42.47,Clear,12.2
0,2014-05-28T00:00:00-04:00,44.741666,-85.58166700000002,6117.0,56.3,65.9,12.8,9.9,0.0,64.46,Partially cloudy,45.2
0,2014-05-28T00:00:00-06:00,40.040277,-105.248333,6118.0,71.8,86.1,6.9,9.9,0.0,36.19,Clear,2.2
0,2014-05-28T00:00:00-08:00,61.41777800000001,-149.500833,6119.0,53.1,57.3,8.1,9.8,0.0,62.27,Partially cloudy,66.6
0,2014-05-28T00:00:00-08:00,60.5425,-145.7525,6120.0,48.1,51.2,6.9,9.8,0.22,83.9,Rain,0.8
0,2014-05-27T00:00:00-05:00,29.9,-96.946944,6122.0,69.6,74.4,10.3,7.8,1.71,96.22,"Rain, Overcast",96.5
0,2014-05-27T00:00:00-05:00,29.966667,-92.567223,6123.0,79.3,84.9,17.6,9.1,0.7,84.86,Rain,6.3
0,2014-05-27T00:00:00-04:00,41.03,-81.78,6124.0,73.8,83.9,18.3,9.3,0.06,68.57,"Rain, Partially cloudy",25.7
0,2014-05-26T00:00:00-06:00,40.357222,-112.017778,6125.0,63.6,82.5,6.9,10.9,0.0,54.17,Clear,3.0
0,2014-05-26T00:00:00-07:00,35.135,-118.439166,6126.0,72.5,82.5,19.7,9.3,0.0,36.89,Clear,0.0
0,2014-05-26T00:00:00+08:00,30.646111,96.960833,6128.0,62.8,78.5,4.5,18.6,0.0,30.51,Partially cloudy,44.3
0,2014-05-26T00:00:00-04:00,39.930834,-84.01333299999997,6129.0,70.9,83.9,9.2,9.4,0.0,67.41,Partially cloudy,29.6
0,2014-05-26T00:00:00+12:00,61.106667,149.86416699999995,6130.0,49.3,56.6,8.9,28.7,0.0,63.4,Overcast,94.7
0,2014-05-25T00:00:00-05:00,30.522223,-85.388611,6131.0,79.8,93.8,17.2,8.5,0.0,71.49,Clear,17.4
0,2014-05-25T00:00:00-04:00,39.250278,-76.3625,6132.0,68.0,75.8,9.4,9.9,0.0,66.17,Clear,4.0
0,2014-05-25T00:00:00-04:00,41.8325,-85.668334,6133.0,68.3,80.7,7.2,9.8,0.0,61.26,Clear,0.0
0,2014-05-24T00:00:00-07:00,37.629445,-118.961944,6134.0,59.0,73.5,11.4,9.9,0.0,40.16,Partially cloudy,49.6
0,2014-05-24T00:00:00-07:00,35.201667,-118.833056,6135.0,74.9,84.1,17.3,9.7,0.0,35.41,Clear,0.0
0,2014-05-24T00:00:00-04:00,40.389166,-75.290555,6136.0,62.1,71.7,10.3,9.9,0.0,71.28,Partially cloudy,55.7
0,2014-05-24T00:00:00-04:00,37.23,-76.8,6137.0,68.1,78.9,10.3,9.9,0.0,61.25,Clear,24.8
0,2014-05-24T00:00:00-05:00,32.737777,-96.969167,6138.0,77.4,83.3,13.1,5.9,0.0,64.94,Partially cloudy,39.9
0,2014-05-24T00:00:00-05:00,35.067223,-91.091389,6139.0,77.3,88.1,10.3,8.9,0.0,72.65,Clear,3.9
0,2014-05-24T00:00:00-05:00,46.78888900000001,-90.758333,6140.0,60.9,83.0,12.8,9.9,0.0,53.97,Clear,7.2
0,2014-05-23T00:00:00-07:00,46.38,-118.203611,6141.0,69.0,80.9,19.7,9.9,0.04,53.87,"Rain, Partially cloudy",32.6
0,2014-05-23T00:00:00-07:00,34.326945,-119.08,6142.0,61.2,68.1,12.8,9.8,0.0,74.7,Partially cloudy,29.6
0,2014-05-23T00:00:00-04:00,34.6725,-81.283889,6144.0,77.5,91.5,8.1,9.0,0.0,70.09,Clear,8.7
0,2014-05-22T00:00:00-07:00,34.133334000000005,-114.268889,6146.0,78.2,89.3,,,0.0,,Clear,0.0
0,2014-05-22T00:00:00-07:00,38.516111,-119.214722,6147.0,45.9,57.8,9.2,,0.25,66.61,Rain,5.7
0,2014-05-22T00:00:00-05:00,30.285833,-87.675556,6148.0,73.4,86.3,11.4,8.1,0.0,76.48,Clear,10.0
0,2014-05-22T00:00:00-05:00,36.854722,-87.468889,6149.0,76.3,85.7,16.1,9.9,0.0,78.98,Partially cloudy,32.6
0,2014-05-22T00:00:00-04:00,37.2,-77.505556,6150.0,80.1,95.0,12.7,9.4,0.0,61.68,Clear,16.5
0,2014-05-22T00:00:00-04:00,40.217223,-76.851389,6151.0,70.1,82.1,17.2,6.3,0.01,72.05,"Rain, Partially cloudy",51.7
0,2014-05-21T00:00:00-06:00,48.513333,-104.385277,6152.0,57.3,71.6,9.8,,0.0,62.6,Clear,0.0
0,2014-05-21T00:00:00-07:00,38.683334,-120.983334,6153.0,57.9,68.1,12.8,9.6,0.25,70.86,Rain,10.0
0,2014-05-21T00:00:00-07:00,38.373334,-121.956944,6154.0,66.8,80.9,13.9,9.8,0.0,58.72,Clear,0.0
0,2014-05-21T00:00:00-04:00,39.574167,-75.869723,6155.0,62.4,65.9,5.8,,0.0,,Clear,0.0
0,2014-05-21T00:00:00-04:00,42.584166,-70.916111,6156.0,56.6,64.1,12.8,9.9,0.0,77.72,Partially cloudy,37.4
0,2014-05-21T00:00:00-04:00,44.1175,-72.826945,6157.0,56.0,71.0,6.9,9.8,0.0,58.84,Partially cloudy,33.0
0,2014-05-21T00:00:00-04:00,41.200278,-74.623056,6158.0,65.6,71.0,8.1,9.9,0.0,61.87,Overcast,77.4
0,2014-05-20T00:00:00-04:00,38.97638900000001,-76.33,6159.0,64.7,70.4,15.0,,0.0,69.38,Clear,0.0
0,2014-05-19T00:00:00+08:00,33.420556,112.686111,6160.0,70.6,78.5,8.9,8.2,0.0,73.13,Partially cloudy,47.1
0,2014-05-19T00:00:00-06:00,40.104167,-102.713056,6161.0,66.6,80.3,,,0.0,,Clear,0.0
0,2014-05-19T00:00:00-05:00,37.514167,-96.992777,6162.0,74.8,88.1,31.1,9.9,0.0,67.51,Clear,2.6
0,2014-05-18T00:00:00-07:00,35.9925,-113.781111,6163.0,85.4,91.5,,,0.0,,Clear,0.0
0,2014-05-18T00:00:00-07:00,48.160556,-122.165,6164.0,51.4,59.1,0.0,9.9,0.0,82.77,Overcast,100.0
0,2014-05-18T00:00:00-07:00,35.434166,-119.057778,6165.0,72.8,83.9,16.1,9.9,0.0,32.9,Clear,2.2
0,2014-05-18T00:00:00-04:00,38.687777,-75.358333,6166.0,60.1,68.1,11.4,9.9,0.0,52.17,Partially cloudy,62.2
0,2014-05-18T00:00:00-06:00,35.616667,-106.089166,6167.0,67.3,82.1,21.9,9.9,0.0,19.19,Clear,0.0
0,2014-05-17T00:00:00-07:00,31.586389,-110.34,6168.0,79.1,92.0,19.7,9.9,0.0,6.01,Clear,0.0
0,2014-05-17T00:00:00-04:00,33.875556,-84.30194399999998,6169.0,55.7,66.8,12.8,9.5,0.0,65.27,Partially cloudy,35.7
0,2014-05-16T00:00:00-07:00,32.138611,-111.171389,6170.0,83.1,97.4,4.7,9.9,0.0,18.36,Clear,0.0
0,2014-05-15T00:00:00-07:00,48.543889,-117.883889,6171.0,67.2,81.2,8.1,,0.0,51.96,Clear,0.0
0,2014-05-14T00:00:00-07:00,47.78083400000001,-116.795,6172.0,62.0,75.3,15.0,9.9,0.0,47.72,Partially cloudy,29.6
0,2014-05-14T00:00:00-04:00,36.780278,-76.44888900000002,6173.0,71.5,84.3,10.3,6.2,0.0,81.87,Clear,6.7
0,2014-05-14T00:00:00-08:00,61.57583399999999,-159.535,6174.0,51.9,68.1,9.2,9.9,0.0,38.57,Clear,0.0
0,2014-05-13T00:00:00-06:00,43.575556,-116.520556,6175.0,58.0,73.5,13.9,9.9,0.0,37.08,Clear,0.0
0,2014-05-13T00:00:00-07:00,39.459722,-121.69611100000002,6176.0,77.2,92.0,8.1,9.9,0.0,28.4,Clear,0.0
0,2014-05-13T00:00:00-05:00,29.6275,-95.657222,6178.0,68.5,77.1,18.3,8.2,1.35,83.03,"Rain, Overcast",87.4
0,2014-05-12T00:00:00-04:00,42.363333,-71.02305600000003,6179.0,71.8,84.1,23.7,9.9,0.0,35.91,Partially cloudy,39.1
0,2014-05-11T00:00:00-04:00,35.121111,-80.587222,6180.0,71.5,84.8,6.9,8.0,0.0,71.89,Clear,16.5
0,2014-05-11T00:00:00-04:00,42.473056,-85.2325,6181.0,66.4,82.1,17.2,9.9,0.0,54.96,Clear,12.2
